mention_type,mention_name,citation,place_id,place_name,lat,lon,feature_type
ethnic,Trojans,5.215,400262UIli,Troy/Ilion (Troad) 3316 Truva - Τροίη,39.9575,26.2389,polity
ethnic,Trojans,5.25,400262UIli,Troy/Ilion (Troad) 3316 Truva - Τροίη,39.9575,26.2389,polity
ethnic,Trojans,5.260,400262UIli,Troy/Ilion (Troad) 3316 Truva - Τροίη,39.9575,26.2389,polity
ethnic,Trojans,5.30,400262UIli,Troy/Ilion (Troad) 3316 Truva - Τροίη,39.9575,26.2389,polity
ethnic,Trojans,5.320,400262UIli,Troy/Ilion (Troad) 3316 Truva - Τροίη,39.9575,26.2389,polity
ethnic,Trojans,5.35,400262UIli,Troy/Ilion (Troad) 3316 Truva - Τροίη,39.9575,26.2389,polity
place,Scamander,5.35,400262WSka,Skamander R. (Troad) 119 Karamenderes - Σκάμανδρος,39.994,26.213,river
place,Olympus,5.360,401224LOly,Olympus Mt. (Pieria) 811 Mt. Olympos - Ολυμπος,40.0856,22.3586,mountain
place,Olympus,5.365,401224LOly,Olympus Mt. (Pieria) 811 Mt. Olympos - Ολυμπος,40.0856,22.3586,mountain
ethnic,Trojans,5.375,400262UIli,Troy/Ilion (Troad) 3316 Truva - Τροίη,39.9575,26.2389,polity
place,Olympus,5.380,401224LOly,Olympus Mt. (Pieria) 811 Mt. Olympos - Ολυμπος,40.0856,22.3586,mountain
place,Pylos,5.395,370217XNes,Pylos/Palace of Nestor (Messenia) 171 Ano Englianos - Πύλος,37.027,21.695,site/excavation
place,Olympus,5.395,401224LOly,Olympus Mt. (Pieria) 811 Mt. Olympos - Ολυμπος,40.0856,22.3586,mountain
person,Maeonian,5.40,388283RMai,Maionia region (Ionia) 80 Menye - Μαιονία,38.6,28.0,region/people
place,Olympus,5.400,401224LOly,Olympus Mt. (Pieria) 811 Mt. Olympos - Ολυμπος,40.0856,22.3586,mountain
ethnic,Trojans,5.420,400262UIli,Troy/Ilion (Troad) 3316 Truva - Τροίη,39.9575,26.2389,polity
place,Achaea,5.420,382219RAch,Achaea region (Achaia) 1800 Achaia - Αχαΐα,38.2,21.9,region/people
place,Pergamus,5.445,391272PPer,Pergamon (Aiolis) 286 Bergama - Πέργαμον,39.1325,27.1842,polity
ethnic,Trojans,5.450,400262UIli,Troy/Ilion (Troad) 3316 Truva - Τροίη,39.9575,26.2389,polity
ethnic,Trojans,5.460,400262UIli,Troy/Ilion (Troad) 3316 Truva - Τροίη,39.9575,26.2389,polity
ethnic,Thracians,5.460,410265RThr,Thrace region (Evros) 1818 Thraki - Θραίκη,41.0,26.5,region/people
place,Pergamus,5.460,391272PPer,Pergamon (Aiolis) 286 Bergama - Πέργαμον,39.1325,27.1842,polity
place,Lycia,5.475,365295RLyc,Lycia region (Asia Minor) 599 SW Asia Minor - Λυκία,36.5,29.5,region/people
place,Xanthus,5.475,363293WXan,Xanthos/Sirbis river (Lycia) 39 Eşen Çay,36.29414,29.26349,river
ethnic,Lycians,5.480,365295RLyc,Lycia region (Asia Minor) 599 SW Asia Minor - Λυκία,36.5,29.5,region/people
ethnic,Argives,5.495,376227PArg,Argos (Argolid) 2457 Argos - Άργος,37.63091,22.72079,polity
ethnic,Trojans,5.5,400262UIli,Troy/Ilion (Troad) 3316 Truva - Τροίη,39.9575,26.2389,polity
ethnic,Trojans,5.505,400262UIli,Troy/Ilion (Troad) 3316 Truva - Τροίη,39.9575,26.2389,polity
