mention_type,mention_name,citation,place_id,place_name,lat,lon,feature_type
place,Arethusa,13.309,371153WAre,Arethousa (Sicily) 80 Arethousa - Αρέθουσα,37.0573,15.2929,spring
place,Alpheios,13.309,376215WAlp,Alpheios R. (Eleia) 336 Alpheios - Αλφειός,37.6125,21.4517,river
ethnic,Libyans,13.333,300070RLib,Libya (Africa) 1525 North Africa - Λιβύη,32.01,10.01,region/people
ethnic,Ethiopians,13.333,130350REth,Aethiopia (Africa) 779 Africa - Αιθίοπες,13.01,35.01,region/people
demonym,Sithonian,13.333,402238LSit,Sithonia (Chalkidike) 33 Sithonia - Σιθωνία,40.15,23.8,region/people
demonym,Bistonian,13.333,410251WBis,Bistonis (Xanthi) 44 Lake Vistonis - Βιστονία,41.03,25.12,lake
place,Tritonian lake,13.333,000000WTri,Tritonis lake (Libya) 49 unknown - Τριτωνίς,30.14,19.0,lake
place,Ammon,13.333,292255SAmm,Ammon Oracle (Egypt) 100 Siwa Oasis - Αμμώνειον,29.2052,25.5435,sanctuary/temple
place,Cinyps,13.333,325144UKin,Kinyps (Libya) 27 Khoms,32.5279,14.4473,polity
ethnic,Lydians,13.35,385280RLyd,Lydia region (Asia Minor) 841 Manisa - Λυδία,38.5,28.0,region/people
place,Olympos,13.35,401224LOly,Olympus Mt. (Pieria) 811 Mt. Olympos - Ολυμπος,40.0856,22.3586,mountain
place,Samothrace,13.393,405255PSam,Samothrake (Samothrace) 159 Paleopolis - Σαμοθραίκη,40.5039,25.5348,polity
place,Myrmex,13.393,391233IMyr,Myrmex (Skiathos) 4 Lefkari - Μύρμηξ,39.1409,23.3442,island
place,Zerynthos,13.393,405257UZer,Zerynthos (Samothrace) 14 E coast of Samothraki - Ζήρυνθος,40.4887,25.6534,polity
demonym,Indian,13.411,300740RInd,India (Asia) 1628 India - Ινδία,30.0,74.0,region/people
demonym,Bistonian,13.428,410251WBis,Bistonis (Xanthi) 44 Lake Vistonis - Βιστονία,41.03,25.12,lake
place,Pimpleia,13.428,401225UPim,Pimpleia (Pieria) 19 S Dion - Πίμπλεια,40.1434,22.4931,polity
demonym,Cyprian,13.432,350330RCyp,Cyprus (Kypros) 999 Cyprus - Κύπρος,35.0,33.0,region/people
